,subject,image_id,right,picture_t,sent_t,exist_object,age,sex,object_num,object_person_num,sent_len,target Area Proportion
315,13,77,True,1703.0,2062.0,True,23,male,3,2,8,0.07533957112630209
316,13,78,True,1220.0,1732.0,False,23,male,10,8,7,
317,13,79,True,1632.0,3096.0,False,23,male,10,5,12,
318,13,80,True,821.0,1855.0,True,23,male,4,2,2,0.22994266009221312
319,13,81,False,1696.0,1467.0,False,23,male,12,11,8,
320,13,82,True,854.0,1091.0,True,23,male,5,2,4,0.05136393662177986
321,13,83,True,974.0,1304.0,False,23,male,15,12,10,
322,13,84,True,869.0,946.0,True,23,male,5,2,5,0.07433707447562357
323,13,85,True,828.0,3073.0,True,23,male,7,2,10,0.10330699055989583
324,13,86,True,1901.0,1623.0,False,23,male,13,6,9,
325,13,87,True,1699.0,2760.0,True,23,male,13,11,12,0.18816536738875886
326,13,88,True,1337.0,1022.0,False,23,male,12,4,5,
327,13,89,True,932.0,1057.0,True,23,male,15,13,5,0.08290406726726725
328,13,90,True,1224.0,1697.0,False,23,male,2,1,9,
329,13,91,True,790.0,1317.0,True,23,male,7,3,8,0.24057339249121773
330,13,92,True,1795.0,888.0,False,23,male,8,7,2,
331,13,93,False,1503.0,2873.0,False,23,male,16,10,6,
332,13,94,True,939.0,1248.0,False,23,male,15,11,3,
333,13,95,True,1251.0,3109.0,True,23,male,16,5,14,0.04280135349264706
334,13,96,True,1324.0,1679.0,True,23,male,13,4,8,0.0455782176724138
335,13,97,True,2436.0,973.0,False,23,male,9,8,5,
336,13,98,True,1584.0,1639.0,False,23,male,9,3,7,
337,13,99,True,839.0,1222.0,True,23,male,7,4,4,0.09411799454771663
338,14,0,True,2219.0,2014.0,True,23,male,6,2,6,0.07933554077148436
339,14,1,True,876.0,1267.0,True,23,male,4,2,4,0.16137969481850117
340,14,2,True,1677.0,3876.0,True,23,male,7,6,3,0.05680589225260416
341,14,3,True,1448.0,1330.0,True,23,male,7,5,6,0.05593743021051255
342,14,4,True,915.0,1111.0,True,23,male,10,5,3,0.09158368141138498
343,14,5,True,892.0,1919.0,True,23,male,3,2,4,0.05937824465224667
344,14,7,True,6270.0,3085.0,False,23,male,13,12,10,
345,14,8,True,1403.0,1909.0,False,23,male,3,2,3,
346,14,9,True,1399.0,2374.0,False,23,male,6,3,8,
347,14,10,True,2257.0,1757.0,True,23,male,23,12,8,0.047453544319705096
348,14,11,True,1044.0,2624.0,False,23,male,9,3,4,
349,14,12,True,1462.0,732.0,False,23,male,16,14,3,
350,14,13,True,981.0,937.0,True,23,male,4,3,3,0.12236929339871193
351,14,14,True,683.0,712.0,False,23,male,8,2,2,
352,14,15,True,1131.0,1762.0,True,23,male,5,3,3,0.10150235234215885
353,14,16,True,1217.0,1420.0,True,23,male,4,2,4,0.05243384000651042
354,14,17,True,750.0,1529.0,False,23,male,12,11,7,
355,14,18,True,2329.0,683.0,False,23,male,7,4,2,
356,14,19,True,1753.0,1723.0,False,23,male,8,4,8,
357,14,20,True,6058.0,4804.0,True,23,male,19,4,13,0.06712355335771276
358,14,21,True,2521.0,7088.0,True,23,male,4,2,4,0.17563542583626757
359,14,22,True,671.0,2252.0,True,23,male,5,2,7,0.11650467050209203
360,14,23,True,494.0,884.0,True,23,male,3,2,4,0.30480195866666654
361,14,24,True,427.0,8788.0,False,23,male,7,4,21,
362,14,25,True,2059.0,4057.0,True,23,male,7,4,9,0.06720385783450704
363,14,26,True,1057.0,1217.0,True,23,male,11,7,6,0.16774556041422714
364,14,27,True,788.0,742.0,True,23,male,8,5,5,0.044512580729166674
365,14,28,True,700.0,1314.0,False,23,male,7,3,7,
366,14,29,True,1340.0,1713.0,True,23,male,13,11,13,0.08386176215277776
367,14,30,True,4043.0,1874.0,False,23,male,19,18,15,
368,14,31,True,709.0,2087.0,False,23,male,8,7,8,
369,14,32,True,886.0,829.0,True,23,male,4,2,7,0.11873057682291664
370,14,33,True,5589.0,927.0,False,23,male,4,2,5,
371,14,34,False,1162.0,3286.0,False,23,male,4,2,11,
372,14,35,True,1341.0,1345.0,True,23,male,7,2,4,0.05901558533333333
373,14,36,True,1466.0,1583.0,True,23,male,10,9,10,0.024807356567382803
374,14,37,False,3326.0,827.0,False,23,male,5,2,8,
375,14,38,True,1130.0,1465.0,True,23,male,5,2,4,0.19203041941754695
376,14,39,True,1673.0,1047.0,True,23,male,6,3,4,0.06790933494373781
377,14,40,True,2098.0,818.0,False,23,male,8,7,2,
378,14,41,False,5952.0,1209.0,False,23,male,18,13,5,
379,14,42,False,1258.0,1228.0,True,23,male,5,3,8,0.13581856204156473
380,14,43,True,4429.0,4396.0,True,23,male,16,8,9,0.12506303613281247
381,14,44,True,1332.0,1003.0,True,23,male,5,4,7,0.23060029333333337
382,14,45,True,1260.0,1347.0,True,23,male,9,4,4,0.07582185638142522
383,14,46,True,739.0,1143.0,True,23,male,7,3,4,0.08358820003531073
384,14,47,True,2218.0,1487.0,False,23,male,2,2,7,
385,14,48,False,1434.0,1614.0,False,23,male,3,2,12,
386,14,49,True,2603.0,937.0,False,23,male,4,2,5,
387,14,50,True,923.0,4330.0,False,23,male,5,2,12,
388,14,51,True,978.0,8231.0,False,23,male,17,6,12,
389,14,52,True,3884.0,989.0,False,23,male,6,2,2,
390,14,53,True,2061.0,794.0,True,23,male,3,2,4,0.1788240727968096
391,14,54,True,626.0,2285.0,False,23,male,5,2,11,
392,14,55,True,1080.0,934.0,True,23,male,24,8,9,0.06307643112470518
393,14,56,True,819.0,714.0,False,23,male,6,3,2,
394,14,57,True,2268.0,2326.0,True,23,male,7,2,11,0.051636123276115005
395,14,58,True,1435.0,1284.0,False,23,male,3,3,8,
396,14,59,True,1195.0,1035.0,True,23,male,6,3,8,0.03906984252354788
397,14,60,True,3367.0,1636.0,False,23,male,4,4,12,
398,14,61,True,3962.0,956.0,False,23,male,5,4,10,
399,14,62,True,764.0,990.0,True,23,male,9,4,8,0.2083508837890625
400,14,63,False,2441.0,1446.0,False,23,male,11,2,15,
401,14,64,True,4621.0,1524.0,False,23,male,20,9,6,
402,14,65,True,1297.0,1122.0,False,23,male,4,2,11,
403,14,66,True,1294.0,689.0,True,23,male,5,3,5,0.24814582480000003
404,14,67,True,795.0,841.0,True,23,male,12,8,8,0.17004618522135412
405,14,68,False,1359.0,1004.0,False,23,male,10,3,7,
406,14,69,False,1511.0,1797.0,False,23,male,11,10,12,
407,14,70,True,1673.0,3536.0,False,23,male,12,2,14,
408,14,71,True,3023.0,1424.0,False,23,male,7,4,8,
409,14,72,True,2898.0,5303.0,False,23,male,3,2,20,
410,14,73,True,6308.0,1082.0,True,23,male,6,3,2,0.04552086101541994
411,14,74,True,1333.0,2535.0,True,23,male,9,7,10,0.042352121267564394
412,14,75,False,1926.0,1778.0,False,23,male,5,5,7,
413,14,76,True,924.0,1097.0,True,23,male,7,3,5,0.14747116746115818
414,14,77,True,1059.0,953.0,True,23,male,3,2,8,0.07533957112630209
415,14,78,True,1740.0,920.0,False,23,male,10,8,7,
416,14,79,False,2927.0,1476.0,False,23,male,10,5,12,
417,14,80,True,677.0,833.0,True,23,male,4,2,2,0.22994266009221312
418,14,81,False,3952.0,1696.0,False,23,male,12,11,8,
419,14,82,True,1118.0,2581.0,True,23,male,5,2,4,0.05136393662177986
420,14,83,True,1256.0,1463.0,False,23,male,15,12,10,
421,14,84,True,857.0,873.0,True,23,male,5,2,5,0.07433707447562357
422,14,85,True,969.0,1791.0,True,23,male,7,2,10,0.10330699055989583
423,14,86,True,2514.0,1100.0,False,23,male,13,6,9,
424,14,87,True,1051.0,1374.0,True,23,male,13,11,12,0.18816536738875886
425,14,88,True,2018.0,2296.0,False,23,male,12,4,5,
426,14,89,True,813.0,742.0,True,23,male,15,13,5,0.08290406726726725
427,14,90,True,3238.0,1512.0,False,23,male,2,1,9,
428,14,91,True,637.0,1086.0,True,23,male,7,3,8,0.24057339249121773
429,14,92,True,4372.0,630.0,False,23,male,8,7,2,
430,14,93,False,3447.0,1478.0,False,23,male,16,10,6,
431,14,94,True,1890.0,588.0,False,23,male,15,11,3,
432,14,95,True,1524.0,1806.0,True,23,male,16,5,14,0.04280135349264706
433,14,96,True,1235.0,1411.0,True,23,male,13,4,8,0.0455782176724138
434,14,97,True,2901.0,851.0,False,23,male,9,8,5,
435,14,98,True,1880.0,2095.0,False,23,male,9,3,7,
436,14,99,True,930.0,604.0,True,23,male,7,4,4,0.09411799454771663
437,15,0,True,1139.0,1474.0,True,23,male,6,2,6,0.07933554077148436
438,15,1,True,1373.0,913.0,True,23,male,4,2,4,0.16137969481850117
439,15,2,True,2290.0,1022.0,True,23,male,7,6,3,0.05680589225260416
440,15,3,True,2161.0,1913.0,True,23,male,7,5,6,0.05593743021051255
441,15,4,True,2069.0,794.0,True,23,male,10,5,3,0.09158368141138498
442,15,5,True,1400.0,958.0,True,23,male,3,2,4,0.05937824465224667
443,15,6,False,8904.0,2718.0,True,23,male,33,9,9,0.0558711852737467
444,15,7,True,5656.0,1472.0,False,23,male,13,12,10,
445,15,8,True,3390.0,1379.0,False,23,male,3,2,3,
446,15,9,True,2262.0,1576.0,False,23,male,6,3,8,
447,15,10,True,2895.0,1680.0,True,23,male,23,12,8,0.047453544319705096
448,15,11,True,2558.0,1213.0,False,23,male,9,3,4,
449,15,12,True,3479.0,1117.0,False,23,male,16,14,3,
450,15,13,True,2418.0,1112.0,True,23,male,4,3,3,0.12236929339871193
451,15,14,True,1738.0,1137.0,False,23,male,8,2,2,
452,15,15,True,3248.0,1728.0,True,23,male,5,3,3,0.10150235234215885
453,15,16,True,1634.0,1009.0,True,23,male,4,2,4,0.05243384000651042
454,15,17,True,1951.0,1306.0,False,23,male,12,11,7,
455,15,18,True,2557.0,1174.0,False,23,male,7,4,2,
456,15,19,True,4494.0,1544.0,False,23,male,8,4,8,
457,15,20,True,2307.0,3628.0,True,23,male,19,4,13,0.06712355335771276
458,15,21,True,1036.0,1409.0,True,23,male,4,2,4,0.17563542583626757
459,15,22,True,1457.0,1041.0,True,23,male,5,2,7,0.11650467050209203
460,15,23,True,936.0,843.0,True,23,male,3,2,4,0.30480195866666654
461,15,24,True,9678.0,6336.0,False,23,male,7,4,21,
462,15,25,True,1901.0,1629.0,True,23,male,7,4,9,0.06720385783450704
463,15,26,True,1352.0,1061.0,True,23,male,11,7,6,0.16774556041422714
464,15,27,True,2267.0,928.0,True,23,male,8,5,5,0.044512580729166674
465,15,28,True,2064.0,1108.0,False,23,male,7,3,7,
466,15,29,True,2281.0,4425.0,True,23,male,13,11,13,0.08386176215277776
467,15,30,True,6817.0,5358.0,False,23,male,19,18,15,
468,15,31,True,6109.0,1767.0,False,23,male,8,7,8,
469,15,32,True,3864.0,1636.0,True,23,male,4,2,7,0.11873057682291664
470,15,33,True,2175.0,2623.0,False,23,male,4,2,5,
471,15,34,False,2566.0,2153.0,False,23,male,4,2,11,
472,15,35,False,2688.0,1653.0,True,23,male,7,2,4,0.05901558533333333
473,15,36,True,2032.0,2208.0,True,23,male,10,9,10,0.024807356567382803
474,15,37,False,3551.0,1195.0,False,23,male,5,2,8,
475,15,38,True,1517.0,848.0,True,23,male,5,2,4,0.19203041941754695
476,15,39,True,1374.0,982.0,True,23,male,6,3,4,0.06790933494373781
477,15,40,True,5097.0,1154.0,False,23,male,8,7,2,
478,15,41,False,8463.0,2840.0,False,23,male,18,13,5,
479,15,42,False,1148.0,2591.0,True,23,male,5,3,8,0.13581856204156473
480,15,43,True,2944.0,1480.0,True,23,male,16,8,9,0.12506303613281247
481,15,44,True,3437.0,1484.0,True,23,male,5,4,7,0.23060029333333337
482,15,45,True,1180.0,975.0,True,23,male,9,4,4,0.07582185638142522
483,15,46,True,1174.0,1193.0,True,23,male,7,3,4,0.08358820003531073
484,15,47,True,5058.0,952.0,False,23,male,2,2,7,
485,15,48,False,2018.0,2667.0,False,23,male,3,2,12,
486,15,49,True,2903.0,880.0,False,23,male,4,2,5,
487,15,50,True,4522.0,5223.0,False,23,male,5,2,12,
488,15,51,True,2982.0,3749.0,False,23,male,17,6,12,
489,15,52,True,2044.0,3558.0,False,23,male,6,2,2,
490,15,53,True,2621.0,3040.0,True,23,male,3,2,4,0.1788240727968096
491,15,54,True,1354.0,3287.0,False,23,male,5,2,11,
492,15,55,True,2744.0,1910.0,True,23,male,24,8,9,0.06307643112470518
493,15,56,True,1656.0,725.0,False,23,male,6,3,2,
494,15,57,True,2915.0,3660.0,True,23,male,7,2,11,0.051636123276115005
495,15,58,True,3385.0,1052.0,False,23,male,3,3,8,
496,15,59,True,1628.0,1264.0,True,23,male,6,3,8,0.03906984252354788
497,15,60,True,4211.0,2002.0,False,23,male,4,4,12,
498,15,61,True,4808.0,1610.0,False,23,male,5,4,10,
499,15,62,True,1396.0,1016.0,True,23,male,9,4,8,0.2083508837890625
500,15,63,True,3347.0,2756.0,False,23,male,11,2,15,
501,15,64,True,2730.0,1051.0,False,23,male,20,9,6,
502,15,65,True,3006.0,1494.0,False,23,male,4,2,11,
503,15,66,True,1793.0,1305.0,True,23,male,5,3,5,0.24814582480000003
504,15,67,True,2346.0,969.0,True,23,male,12,8,8,0.17004618522135412
505,15,68,False,1854.0,1146.0,False,23,male,10,3,7,
506,15,69,True,2779.0,2398.0,False,23,male,11,10,12,
507,15,70,True,2666.0,3648.0,False,23,male,12,2,14,
508,15,71,True,2745.0,1203.0,False,23,male,7,4,8,
509,15,72,True,1634.0,6674.0,False,23,male,3,2,20,
510,15,73,True,3316.0,1012.0,True,23,male,6,3,2,0.04552086101541994
511,15,74,True,1950.0,2151.0,True,23,male,9,7,10,0.042352121267564394
512,15,75,False,2046.0,1129.0,False,23,male,5,5,7,
513,15,76,True,1546.0,1046.0,True,23,male,7,3,5,0.14747116746115818
514,15,77,True,1476.0,1168.0,True,23,male,3,2,8,0.07533957112630209
515,15,78,True,2557.0,1352.0,False,23,male,10,8,7,
516,15,79,True,3499.0,2826.0,False,23,male,10,5,12,
517,15,80,True,1000.0,945.0,True,23,male,4,2,2,0.22994266009221312
518,15,81,False,1610.0,1328.0,False,23,male,12,11,8,
519,15,82,True,1751.0,1187.0,True,23,male,5,2,4,0.05136393662177986
520,15,83,True,3841.0,1322.0,False,23,male,15,12,10,
521,15,84,True,7453.0,2394.0,True,23,male,5,2,5,0.07433707447562357
522,15,85,True,2386.0,1522.0,True,23,male,7,2,10,0.10330699055989583
523,15,86,True,2592.0,1021.0,False,23,male,13,6,9,
524,15,87,True,1975.0,2299.0,True,23,male,13,11,12,0.18816536738875886
525,15,88,True,3111.0,1107.0,False,23,male,12,4,5,
526,15,89,True,1400.0,1744.0,True,23,male,15,13,5,0.08290406726726725
527,15,90,True,2866.0,3855.0,False,23,male,2,1,9,
528,15,91,True,1335.0,2421.0,True,23,male,7,3,8,0.24057339249121773
529,15,92,True,3817.0,1127.0,False,23,male,8,7,2,
530,15,93,False,5506.0,1462.0,False,23,male,16,10,6,
531,15,94,True,3512.0,907.0,False,23,male,15,11,3,
532,15,95,True,1847.0,3673.0,True,23,male,16,5,14,0.04280135349264706
533,15,96,True,5231.0,1638.0,True,23,male,13,4,8,0.0455782176724138
534,15,97,True,6083.0,1144.0,False,23,male,9,8,5,
535,15,98,True,4226.0,1233.0,False,23,male,9,3,7,
536,15,99,True,1422.0,1355.0,True,23,male,7,4,4,0.09411799454771663
537,16,0,True,1467.0,1486.0,True,23,male,6,2,6,0.07933554077148436
538,16,1,True,1060.0,1955.0,True,23,male,4,2,4,0.16137969481850117
539,16,2,True,1251.0,1715.0,True,23,male,7,6,3,0.05680589225260416
540,16,3,True,1409.0,1346.0,True,23,male,7,5,6,0.05593743021051255
541,16,4,True,1328.0,1029.0,True,23,male,10,5,3,0.09158368141138498
542,16,5,True,932.0,1079.0,True,23,male,3,2,4,0.05937824465224667
543,16,6,True,4454.0,3779.0,True,23,male,33,9,9,0.0558711852737467
544,16,7,True,2359.0,2717.0,False,23,male,13,12,10,
545,16,8,True,2910.0,2947.0,False,23,male,3,2,3,
546,16,9,True,1689.0,1966.0,False,23,male,6,3,8,
547,16,10,False,3578.0,1147.0,True,23,male,23,12,8,0.047453544319705096
548,16,11,True,1019.0,953.0,False,23,male,9,3,4,
549,16,12,True,1063.0,930.0,False,23,male,16,14,3,
550,16,13,True,1434.0,1291.0,True,23,male,4,3,3,0.12236929339871193
551,16,14,True,908.0,970.0,False,23,male,8,2,2,
552,16,15,True,1471.0,1126.0,True,23,male,5,3,3,0.10150235234215885
553,16,16,True,985.0,966.0,True,23,male,4,2,4,0.05243384000651042
554,16,17,True,910.0,1604.0,False,23,male,12,11,7,
555,16,18,True,1537.0,868.0,False,23,male,7,4,2,
556,16,19,True,1273.0,1212.0,False,23,male,8,4,8,
557,16,20,True,3979.0,7437.0,True,23,male,19,4,13,0.06712355335771276
558,16,21,True,774.0,1246.0,True,23,male,4,2,4,0.17563542583626757
559,16,22,True,761.0,840.0,True,23,male,5,2,7,0.11650467050209203
560,16,23,True,598.0,781.0,True,23,male,3,2,4,0.30480195866666654
561,16,24,True,8691.0,6069.0,False,23,male,7,4,21,
562,16,25,True,1971.0,1300.0,True,23,male,7,4,9,0.06720385783450704
563,16,26,True,1115.0,979.0,True,23,male,11,7,6,0.16774556041422714
564,16,27,True,916.0,598.0,True,23,male,8,5,5,0.044512580729166674
565,16,28,True,871.0,1062.0,False,23,male,7,3,7,
566,16,29,True,1899.0,3510.0,True,23,male,13,11,13,0.08386176215277776
567,16,30,True,3080.0,2981.0,False,23,male,19,18,15,
568,16,31,True,2500.0,1132.0,False,23,male,8,7,8,
569,16,32,True,1069.0,1024.0,True,23,male,4,2,7,0.11873057682291664
570,16,33,True,2318.0,1030.0,False,23,male,4,2,5,
571,16,34,True,2561.0,3065.0,False,23,male,4,2,11,
572,16,35,True,4721.0,943.0,True,23,male,7,2,4,0.05901558533333333
573,16,36,True,1811.0,1274.0,True,23,male,10,9,10,0.024807356567382803
574,16,37,True,3600.0,1190.0,False,23,male,5,2,8,
575,16,38,True,872.0,863.0,True,23,male,5,2,4,0.19203041941754695
576,16,39,True,1133.0,683.0,True,23,male,6,3,4,0.06790933494373781
577,16,40,True,1477.0,749.0,False,23,male,8,7,2,
578,16,41,True,4337.0,1263.0,False,23,male,18,13,5,
579,16,42,True,2406.0,1133.0,True,23,male,5,3,8,0.13581856204156473
580,16,43,True,1111.0,1372.0,True,23,male,16,8,9,0.12506303613281247
581,16,44,True,1824.0,1818.0,True,23,male,5,4,7,0.23060029333333337
582,16,45,True,1469.0,807.0,True,23,male,9,4,4,0.07582185638142522
583,16,46,True,933.0,955.0,True,23,male,7,3,4,0.08358820003531073
584,16,47,True,2515.0,932.0,False,23,male,2,2,7,
585,16,48,False,5024.0,4241.0,False,23,male,3,2,12,
586,16,49,True,2550.0,682.0,False,23,male,4,2,5,
587,16,50,True,1049.0,2942.0,False,23,male,5,2,12,
588,16,51,True,1204.0,1837.0,False,23,male,17,6,12,
589,16,52,True,1439.0,587.0,False,23,male,6,2,2,
590,16,53,True,1310.0,497.0,True,23,male,3,2,4,0.1788240727968096
591,16,54,True,699.0,909.0,False,23,male,5,2,11,
592,16,55,True,937.0,696.0,True,23,male,24,8,9,0.06307643112470518
593,16,56,True,876.0,583.0,False,23,male,6,3,2,
594,16,57,False,3130.0,2331.0,True,23,male,7,2,11,0.051636123276115005
595,16,58,True,632.0,802.0,False,23,male,3,3,8,
596,16,59,True,932.0,719.0,True,23,male,6,3,8,0.03906984252354788
597,16,60,True,1446.0,2435.0,False,23,male,4,4,12,
598,16,61,True,666.0,716.0,False,23,male,5,4,10,
599,16,62,True,959.0,687.0,True,23,male,9,4,8,0.2083508837890625
600,16,63,False,1584.0,1760.0,False,23,male,11,2,15,
601,16,64,True,978.0,878.0,False,23,male,20,9,6,
602,16,65,True,767.0,2995.0,False,23,male,4,2,11,
603,16,66,True,708.0,606.0,True,23,male,5,3,5,0.24814582480000003
604,16,67,True,832.0,924.0,True,23,male,12,8,8,0.17004618522135412
605,16,68,True,808.0,1186.0,False,23,male,10,3,7,
606,16,69,True,2719.0,3575.0,False,23,male,11,10,12,
607,16,70,True,1978.0,1692.0,False,23,male,12,2,14,
608,16,71,True,2776.0,883.0,False,23,male,7,4,8,
609,16,72,True,1257.0,4389.0,False,23,male,3,2,20,
610,16,73,True,1839.0,723.0,True,23,male,6,3,2,0.04552086101541994
611,16,74,True,2398.0,2019.0,True,23,male,9,7,10,0.042352121267564394
612,16,75,False,3620.0,1286.0,False,23,male,5,5,7,
613,16,76,True,1007.0,747.0,True,23,male,7,3,5,0.14747116746115818
614,16,77,True,1305.0,1454.0,True,23,male,3,2,8,0.07533957112630209
615,16,78,True,2203.0,876.0,False,23,male,10,8,7,
616,16,79,True,3645.0,2099.0,False,23,male,10,5,12,
617,16,80,True,671.0,738.0,True,23,male,4,2,2,0.22994266009221312
618,16,81,True,3247.0,857.0,False,23,male,12,11,8,
619,16,82,True,878.0,585.0,True,23,male,5,2,4,0.05136393662177986
620,16,83,True,740.0,1054.0,False,23,male,15,12,10,
621,16,84,True,947.0,723.0,True,23,male,5,2,5,0.07433707447562357
622,16,85,True,761.0,1183.0,True,23,male,7,2,10,0.10330699055989583
623,16,86,True,1871.0,756.0,False,23,male,13,6,9,
624,16,87,True,1627.0,2276.0,True,23,male,13,11,12,0.18816536738875886
625,16,88,True,1784.0,541.0,False,23,male,12,4,5,
626,16,89,True,765.0,515.0,True,23,male,15,13,5,0.08290406726726725
627,16,90,True,1712.0,901.0,False,23,male,2,1,9,
628,16,91,True,824.0,694.0,True,23,male,7,3,8,0.24057339249121773
629,16,92,True,1086.0,928.0,False,23,male,8,7,2,
630,16,93,False,4282.0,935.0,False,23,male,16,10,6,
631,16,94,True,1637.0,574.0,False,23,male,15,11,3,
632,16,95,True,1347.0,1581.0,True,23,male,16,5,14,0.04280135349264706
633,16,96,True,2208.0,924.0,True,23,male,13,4,8,0.0455782176724138
